
央视频道,#genre#
TVBS新聞,mitv://64.32.9.99:7999/80284a143b5f12c755570504cca71b70.ts
TVBS新聞,mitv://64.32.9.99:7999/bb32cdcb3aec4eddf75538eb16b919d1.ts
TVBS歡樂臺,mitv://64.32.9.99:7999/394463ece411c3c11bbff3a5b853e35c.ts
TVBS精采臺,mitv://64.32.9.99:7999/5e209d7a0003881809b9fca1c90424cc.ts
TVBS綜藝,mitv://64.32.9.99:7999/457f3c305f1748ef86adcbe48a1b236a.ts
TVB亞洲劇,mitv://64.32.9.99:7999/c69e8ab15806a5e0b30ffd8fc645966e.ts
TVB娛樂新聞,mitv://64.32.9.99:7999/5e2093570001dfc40992637cb543a334.ts
TVB星河(粵),mitv://64.32.9.99:7999/f538bb0fd8d41ba47be18aa22c861933.ts
TVB星河,mitv://64.32.9.99:7999/cd7576789e91fb8a757fa0e1468651a5.ts
TVB經典台,mitv://64.32.9.99:7999/b014cd9a6a604747c790b3d3de1b1aa1.ts
TVB華劇,mitv://64.32.9.99:7999/778c83b8f7011b3d3450f628679514b0.ts
TVB黃金翡翠台,mitv://64.32.9.99:7999/50685be4f5213296271574e71963021b.ts
TVB黃金翡翠臺(B),mitv://64.32.9.99:7999/2c65ac08be6ba85be4eb3a5a702a2bf2.ts
Viu TV,mitv://64.32.9.99:7999/5e20374a0004a382082ad169257532af.ts
ViuTVsix,mitv://64.32.9.99:7999/acf16aa5d3409c2a653c0e44c7e8621a.ts
now Sports 3,mitv://64.32.9.99:7999/5e2069340009be7508edccc8138c500c.ts
now Sports 4,mitv://64.32.9.99:7999/2cb4318c4218773d434069c89d59ca36.ts
now Sports Prime,mitv://64.32.9.99:7999/2fa7f980b433d3efaa4e374afe580dfc.ts
now 財經臺,mitv://64.32.9.99:7999/d06a0cdd5d3e6e4c32a8c85cf6552e66.ts
now直播台,mitv://64.32.9.99:7999/5e20b4090003ea240a121b52324f74b9.ts
HOY TV,mitv://64.32.9.99:7999/5d7dcaf2000abb07148b63abcc0df44c.ts
HOY資訊台,mitv://64.32.9.99:7999/c5334b22ee53ce10a59c8ddb7db5b50a.ts
Hits Now,mitv://64.32.9.99:7999/7b27b370826d38226be83f2a028367aa.ts
NBC News Now ,mitv://64.32.9.99:7999/10c723a87931363768f299e62934273e.ts
Now Jelli紫金,mitv://64.32.9.99:7999/89911f820da6d6e9993f99023e580af9.ts
Now NBA(642),mitv://64.32.9.99:7999/3eb193c058aae61c43b15609851d030b.ts
Now Sports 1,mitv://64.32.9.99:7999/fc27bb77a5978fca28392e9da78565f6.ts
Now Sports 2,mitv://64.32.9.99:7999/b76f0c5b47f18c636b8c7a9dbb18c8f2.ts
Now Sports 4K,mitv://64.32.9.99:7999/54b342690b9e943452c9334be44e1faa.ts
Now sports 641,mitv://64.32.9.99:7999/fa12126479fbb04708ebef3a17d7cd5a.ts


台湾频道,#genre#
中視HD,mitv://64.32.9.99:7999/8ef1c34e601c33e96ed6150f230a47d4.ts
中視新聞,mitv://64.32.9.99:7999/456872e94e02857703abcc4c54012cee.ts
中視新聞,mitv://64.32.9.99:7999/5e209de100079eac09bb90049955d7fd.ts
中視經典,mitv://64.32.9.99:7999/4dd00631bb3d7a4da680aef9727b0551.ts
五星體育,mitv://64.32.9.99:7999/bcb5af75571893e8b7b5ae0c895cdb47.ts
亞洲旅遊臺,mitv://64.32.9.99:7999/5dd7fc99000f19bc088a98122bee9a59.ts
人間衛視,mitv://64.32.9.99:7999/26a7cf7e8780b84f97af82b28af85ae2.ts
三立INEWS ,mitv://64.32.9.99:7999/d7de08e66eefa8d99b625d48a4c752e4.ts
三立INEWS HD,mitv://64.32.9.99:7999/5ea8f327658e5b7fed427a42757b0e83.ts
三立LIVE ,mitv://64.32.9.99:7999/5e333d00c4e1ef043fad9c30ce93dd3a.ts
三立戲劇,mitv://64.32.9.99:7999/fc8f70f134d01a8e3b56131dee339309.ts
三立新聞,mitv://64.32.9.99:7999/5e20066d00097509076bf35d54199597.ts
三立綜合,mitv://64.32.9.99:7999/48efb87cdd76c34f0229c1a27ee485ea.ts
三立臺灣台,mitv://64.32.9.99:7999/b5b68be2c53fcf0f0253e68115f8544f.ts
三立都會,mitv://64.32.9.99:7999/cd0b896515fae9475d42840ec6f9a547.ts
中天亞洲,mitv://64.32.9.99:7999/0425f607a5d48f9090366fc60b78cebd.ts
中天亞洲,mitv://64.32.9.99:7999/6ccb6fcb9c01d3dd58da13cb019a820a.ts
中天娛樂HD,mitv://64.32.9.99:7999/afbdb12456fc0f895b0c315e8aa844db.ts
中天新聞,mitv://64.32.9.99:7999/8d13c790ceb548d8627d2e5f0382e489.ts
中天新聞,mitv://64.32.9.99:7999/ce52eb547646c6c5c2c592b90087d943.ts
中天綜合HD,mitv://64.32.9.99:7999/9dfc1fb2fcd57cd3b2cd91d7ee07f39e.ts
中视箐采,mitv://64.32.9.99:7999/5e20b36300055af90a0f934045d8cf68.ts
台視HD,mitv://64.32.9.99:7999/5e204f4c0008675508889a30cc35010c.ts
台視新聞,mitv://64.32.9.99:7999/5aad41e512f6596bf65ad21f574a292c.ts
台視新聞,mitv://64.32.9.99:7999/7cca1ae4a7b3964d020179866bb3bf96.ts
公視HD,mitv://64.32.9.99:7999/4d658b300284b6cd9f539730a9cc0759.ts
公視戲劇,mitv://64.32.9.99:7999/4970fc78a2503e0c7801ded50e52e3e3.ts
八大娛樂臺,mitv://64.32.9.99:7999/3bcf8951a99dff4605b3f21c11e05969.ts
八大戲劇HD,mitv://64.32.9.99:7999/039de05e6da4ed9724ad53f7bc0f3f5a.ts
八大第1臺HD,mitv://64.32.9.99:7999/5a2e2c0f0595eb8087e7ddadafddf5a2.ts
八大精彩,mitv://64.32.9.99:7999/3a4cffead6089fc47b407acd9334696f.ts
八大綜合,mitv://64.32.9.99:7999/8d5e7616592fa8fd0216b42473dfafd3.ts
八大綜藝,mitv://64.32.9.99:7999/31dfca5105236defdb41e13c4a7bdada.ts
東森幼幼,mitv://64.32.9.99:7999/dc268ef7a5b369dbd9addd58fb361227.ts
東森戲劇,mitv://64.32.9.99:7999/05b6b1f19121bcd0f6d1bcf1ff057a61.ts
東森新聞,mitv://64.32.9.99:7999/e2aca42682dad5e9e492499a7a3d27b1.ts
東森新聞HD,mitv://64.32.9.99:7999/1a1b15e335429cdfeca9281e513982ed.ts
東森洋片,mitv://64.32.9.99:7999/3e11b3508b74e00ac294c4bd524e984c.ts
東森綜合,mitv://64.32.9.99:7999/615b817b2a73c4b28a10158847f40ddf.ts
東森美洲,mitv://64.32.9.99:7999/7fc0e565e09112cca3092e3af1ddcc8c.ts
東森財經[維護],mitv://64.32.9.99:7999/9bcdc6411fcbe5f20ffd200153e2b91c.ts
東森財經新聞,mitv://64.32.9.99:7999/880cd9d3d0ce24249a6441a04bffd04a.ts
東森超視,mitv://64.32.9.99:7999/f1225862881e93c5988844b8946dc016.ts
東森電影,mitv://64.32.9.99:7999/35fb60fad3da4141462f46597e1fd0a0.ts
東風37,mitv://64.32.9.99:7999/a7cbc7b521a857a7892ced08b7fd28b7.ts
民視HD,mitv://64.32.9.99:7999/13867dd5ab8ccd05ec57627e2e2f0183.ts
民視影劇臺,mitv://64.32.9.99:7999/5c3349132878900223894101a5c885ca.ts
民視新聞,mitv://64.32.9.99:7999/e5122660281a5a7b18e5fb00c043c41e.ts
民視新聞HD,mitv://64.32.9.99:7999/ab66063d43025be7a1247a253d2bce0b.ts
民視旅遊,mitv://64.32.9.99:7999/5e205ea30002744e08c48482d54bf9a8.ts
民視第一台,mitv://64.32.9.99:7999/32cbfe04690cef552ed2106f83b6fe31.ts
民視綜藝,mitv://64.32.9.99:7999/5e205c09000a48bf08ba5cf3048f23f5.ts
民視臺灣台,mitv://64.32.9.99:7999/73dce994bf3494d8cee7994d908dbafc.ts
天映(粤),mitv://64.32.9.99:7999/bf818f6627419eb4448996df7725c983.ts
天映經典CCM,mitv://64.32.9.99:7999/7dcde80bad9e65498ee587bf1937f614.ts
天映頻道,mitv://64.32.9.99:7999/7f82d225b3ec2852ced52c0dfa6e5c13.ts
好萊塢電影,mitv://64.32.9.99:7999/961b497565b906effe0bfcef2cd0e6ff.ts

壹新聞,mitv://64.32.9.99:7999/6d6573f701ac772d243a189958404e94.ts
壹電影,mitv://64.32.9.99:7999/655597de2aa86fca9a1da6c1683f7a7d.ts
寰宇新聞,mitv://64.32.9.99:7999/d3a323b716faaf7de8427e78a6c0096f.ts
寰宇新聞,mitv://64.32.9.99:7999/0d812200b3f69a43149fa296920274e8.ts
寰宇新聞台灣臺,mitv://64.32.9.99:7999/3b6669a8261dd93276a8de7cc4435ccc.ts
年代MUCH,mitv://64.32.9.99:7999/81859515f0b43bbb3ed095ff4391e56a.ts
年代新聞HD,mitv://64.32.9.99:7999/5e2051040005b502088f503f9c54f67e.ts
美食星球,mitv://64.32.9.99:7999/114d4bdfcd993a587dbda655a2aeb984.ts
采昌影劇,mitv://64.32.9.99:7999/adb33ec14749e5f293aa90c0a682670d.ts
靖天卡通,mitv://64.32.9.99:7999/71a8e2c838c65a77aa20a45d4f4574aa.ts
靖天國際[維護],mitv://64.32.9.99:7999/1ef88780c6b5b2699083d6464cb83249.ts
靖天戲劇,mitv://64.32.9.99:7999/4f7a176293cec5dcec6b4c3681f92df1.ts
靖天日本,mitv://64.32.9.99:7999/3026aea196ac286eda2b59418640a338.ts
靖天映畫,mitv://64.32.9.99:7999/320bfcfaab4832c09a5602f78c172d53.ts
靖天歡樂,mitv://64.32.9.99:7999/aec63be19fab03563c9446c91cf248d2.ts
靖天綜合,mitv://64.32.9.99:7999/495ed321434212935598d98c4d2ed8b1.ts
靖天育樂,mitv://64.32.9.99:7999/f8439979e11ac4ccd359cb1e6a04a8f6.ts
靖天資訊,mitv://64.32.9.99:7999/0108dd3e7138895b49163ef69d6a4708.ts
靖天電影,mitv://64.32.9.99:7999/b9bf01b1e9e4da26eb9666985cb422e3.ts
第一財經,mitv://64.32.9.99:7999/958cf1decc16a1637c4887a40ba15088.ts
精選動漫臺,mitv://64.32.9.99:7999/d643d3496b82530fce661887b11509fe.ts
經典卡通臺,mitv://64.32.9.99:7999/4f6c89e62b36be0451bbfa2a5f8aba32.ts
經典電影臺,mitv://64.32.9.99:7999/5ea6caef2d5cb581483272759eba64e3.ts

緯來戲劇,mitv://64.32.9.99:7999/ffc11e633c6e1371558d1ffa7297dea3.ts
緯來日本,mitv://64.32.9.99:7999/ad24fed6fe05dc5c577b4015d9316e84.ts
緯來精彩,mitv://64.32.9.99:7999/b534653e33859a8a1cb3dea666f3ecc2.ts
緯來綜合,mitv://64.32.9.99:7999/09f59fcec8315cbb60a3a1eae756378d.ts
緯來電影,mitv://64.32.9.99:7999/1a10b2d4ddef5a5d7e43421bb576186f.ts
緯來體育,mitv://64.32.9.99:7999/6a70f78272bc6eba0a142ad5fe0a97fb.ts
美亞電影台[HK],mitv://64.32.9.99:7999/46b7e468608e1dcccb424049e630c77c.ts
美亞電影台[TW],mitv://64.32.9.99:7999/7c6fb2cb638f3005dabaa8ffa5b9d6c2.ts
華視HD,mitv://64.32.9.99:7999/bd4e7f7bad08b193f4b87a8b8d53f40b.ts
華視新聞,mitv://64.32.9.99:7999/bb73de095749c583efcf95a3f46066a7.ts
華視新聞資訊,mitv://64.32.9.99:7999/5e205806000329b308aaaf687b69f08b.ts
