ciptv,#genre#
测试,https://hls2.quiciptv.com/live/spuerzuqiu3/index.m3u8
测试,https://hls2.quiciptv.com/live/spuerzuqiu4/index.m3u8
测试,https://hls2.quiciptv.com/live/spuerzuqiu5/index.m3u8
测试,https://hls2.quiciptv.com/live/spuerzuqiu6/index.m3u8
测试,https://hls2.quiciptv.com/live/supersporthk/index.m3u8
测试,https://hls2.quiciptv.com/live/taishitw/index.m3u8
测试,https://hls2.quiciptv.com/live/tudnus/index.m3u8
测试,https://hls2.quiciptv.com/live/tvb88/index.m3u8
测试,https://hls2.quiciptv.com/live/tvbs/index.m3u8
测试,https://hls2.quiciptv.com/live/tvbsxw/index.m3u8
测试,https://hls2.quiciptv.com/live/tvbxinghe/index.m3u8
测试,https://hls2.quiciptv.com/live/tycsport/index.m3u8
测试,https://hls2.quiciptv.com/live/viusix/index.m3u8
测试,https://hls2.quiciptv.com/live/viutv/index.m3u8
测试,https://hls2.quiciptv.com/live/yzdzt/index.m3u8
测试,https://hls2.quiciptv.com/live/zhongshitw/index.m3u8
测试,https://hls2.quiciptv.com/live/zsxw/index.m3u8
测试,https://hls2.quiciptv.com/live/ztxw/index.m3u8

## hls3.quiciptv.com 链接 (100 个)
测试,https://hls3.quiciptv.com/live/ArenaSport1Premiumme/index.m3u8
测试,https://hls3.quiciptv.com/live/ArenaSport2Premiumme/index.m3u8
测试,https://hls3.quiciptv.com/live/ArenaSport3Premiumme/index.m3u8
测试,https://hls3.quiciptv.com/live/ArenaSport4Premiumme/index.m3u8
测试,https://hls3.quiciptv.com/live/ArenaSport5Premiumme/index.m3u8
测试,https://hls3.quiciptv.com/live/CelestialCmy/index.m3u8
测试,https://hls3.quiciptv.com/live/CelestialMoviesmy/index.m3u8
测试,https://hls3.quiciptv.com/live/FuboSports1ca/index.m3u8
测试,https://hls3.quiciptv.com/live/FuboSports2ca/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier1/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier2/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier3/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier4/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier5/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier6/index.m3u8
测试,https://hls3.quiciptv.com/live/HubPremier7/index.m3u8
测试,https://hls3.quiciptv.com/live/MySuperFree/index.m3u8
测试,https://hls3.quiciptv.com/live/PremierSports1uk/index.m3u8
测试,https://hls3.quiciptv.com/live/SEEDK/index.m3u8
测试,https://hls3.quiciptv.com/live/SETANTASPORTS2/index.m3u8
测试,https://hls3.quiciptv.com/live/Sportkanalense/index.m3u8
测试,https://hls3.quiciptv.com/live/TV3MAXdk/index.m3u8
测试,https://hls3.quiciptv.com/live/TV3Puls/index.m3u8
测试,https://hls3.quiciptv.com/live/TV3Sportdk/index.m3u8
测试,https://hls3.quiciptv.com/live/TV4Fotbollse/index.m3u8
测试,https://hls3.quiciptv.com/live/amateurs/index.m3u8
测试,https://hls3.quiciptv.com/live/arena1/index.m3u8
测试,https://hls3.quiciptv.com/live/arena10/index.m3u8
测试,https://hls3.quiciptv.com/live/arena2/index.m3u8
测试,https://hls3.quiciptv.com/live/arena3/index.m3u8
测试,https://hls3.quiciptv.com/live/arena4/index.m3u8
测试,https://hls3.quiciptv.com/live/arena5/index.m3u8
测试,https://hls3.quiciptv.com/live/arena6/index.m3u8
测试,https://hls3.quiciptv.com/live/arena7/index.m3u8
测试,https://hls3.quiciptv.com/live/arena8/index.m3u8
测试,https://hls3.quiciptv.com/live/arena9/index.m3u8
测试,https://hls3.quiciptv.com/live/babes/index.m3u8
测试,https://hls3.quiciptv.com/live/bangu/index.m3u8
测试,https://hls3.quiciptv.com/live/barelylegal/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax10/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax4/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax5/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax6/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax7/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax8/index.m3u8
测试,https://hls3.quiciptv.com/live/beinmax9/index.m3u8
测试,https://hls3.quiciptv.com/live/beinsport1au/index.m3u8
测试,https://hls3.quiciptv.com/live/beinsport1fr/index.m3u8
测试,https://hls3.quiciptv.com/live/beinsport2au/index.m3u8
测试,https://hls3.quiciptv.com/live/beinsport2fr/index.m3u8
测试,https://hls3.quiciptv.com/live/beinsport3au/index.m3u8
测试,https://hls3.quiciptv.com/live/beinsport3fr/index.m3u8
测试,https://hls3.quiciptv.com/live/bluehustler/index.m3u8
测试,https://hls3.quiciptv.com/live/brazzers/index.m3u8
测试,https://hls3.quiciptv.com/live/desire/index.m3u8
测试,https://hls3.quiciptv.com/live/dorcel/index.m3u8
测试,https://hls3.quiciptv.com/live/dusk/index.m3u8
测试,https://hls3.quiciptv.com/live/eleven2pl/index.m3u8
测试,https://hls3.quiciptv.com/live/eleven3pl/index.m3u8
测试,https://hls3.quiciptv.com/live/eleven4pl/index.m3u8
测试,https://hls3.quiciptv.com/live/elevensport1pl/index.m3u8
测试,https://hls3.quiciptv.com/live/extasy/index.m3u8
测试,https://hls3.quiciptv.com/live/fct265/index.m3u8
测试,https://hls3.quiciptv.com/live/fhxg/index.m3u8
测试,https://hls3.quiciptv.com/live/fhzw/index.m3u8
测试,https://hls3.quiciptv.com/live/fhzx/index.m3u8
测试,https://hls3.quiciptv.com/live/hbofamily/index.m3u8
测试,https://hls3.quiciptv.com/live/hbohd/index.m3u8
测试,https://hls3.quiciptv.com/live/hbohits/index.m3u8
测试,https://hls3.quiciptv.com/live/laligaTv/index.m3u8
测试,https://hls3.quiciptv.com/live/matchfutboll1/index.m3u8
测试,https://hls3.quiciptv.com/live/matchfutboll2/index.m3u8
测试,https://hls3.quiciptv.com/live/matchfutboll3/index.m3u8
测试,https://hls3.quiciptv.com/live/matchpremerhd/index.m3u8
测试,https://hls3.quiciptv.com/live/mydyhk/index.m3u8
测试,https://hls3.quiciptv.com/live/one1/index.m3u8
测试,https://hls3.quiciptv.com/live/one2/index.m3u8
测试,https://hls3.quiciptv.com/live/playboy/index.m3u8
测试,https://hls3.quiciptv.com/live/premiersports2uk/index.m3u8
测试,https://hls3.quiciptv.com/live/setantasports1/index.m3u8
测试,https://hls3.quiciptv.com/live/skysportepluk/index.m3u8
测试,https://hls3.quiciptv.com/live/sport5/index.m3u8
测试,https://hls3.quiciptv.com/live/sport5gold/index.m3u8
测试,https://hls3.quiciptv.com/live/sport5live/index.m3u8
测试,https://hls3.quiciptv.com/live/sport5plus/index.m3u8
测试,https://hls3.quiciptv.com/live/sport5stars/index.m3u8
测试,https://hls3.quiciptv.com/live/tv3plusdk/index.m3u8
测试,https://hls3.quiciptv.com/live/tvbhjfct/index.m3u8
测试,https://hls3.quiciptv.com/live/tvbmzt/index.m3u8
测试,https://hls3.quiciptv.com/live/tvbnews/index.m3u8
测试,https://hls3.quiciptv.com/live/tvbplus/index.m3u8
测试,https://hls3.quiciptv.com/live/tvbylxwt/index.m3u8
测试,https://hls3.quiciptv.com/live/viaplay/index.m3u8
测试,https://hls3.quiciptv.com/live/viaplay1urheilu/index.m3u8
测试,https://hls3.quiciptv.com/live/viaplay3urheilu/index.m3u8
测试,https://hls3.quiciptv.com/live/vividtouch/index.m3u8
测试,https://hls3.quiciptv.com/live/vsport1se/index.m3u8
测试,https://hls3.quiciptv.com/live/vsportextrase/index.m3u8
测试,https://hls3.quiciptv.com/live/vsportfootball/index.m3u8
测试,https://hls3.quiciptv.com/live/vsportpremiumhd/index.m3u8
